Timestamp,User,Action
2024/11/14,bnjm2000,User bnjm2000 logged in.
2024/11/14,bnjm2000,Edited container PSM900 Rack #01.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,Edited event 1: Franck Muller x Cortina High Jewelry Dinner @ Quenino.
2024/11/15,bnjm2000,Edited event 1: Franck Muller x Cortina High Jewelry Dinner @ Quenino.
2024/11/15,bnjm2000,Added event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,Added event 6: Wedding of Daryl & Desiree @ Hilton Hotel.
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 6: Wedding of Daryl & Desiree @ Hilton Hotel.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,Edited event 3: ESMO @ Swissotel.
2024/11/15,bnjm2000,Edited event 4: EMSO @ JW Mariott.
2024/11/15,bnjm2000,Added event 7: Rimowa Festive Event @ AIR CCCC (Dempsey).
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 7: Rimowa Festive Event @ AIR CCCC (Dempsey).
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 7: Rimowa Festive Event @ AIR CCCC (Dempsey).
2024/11/15,bnjm2000,Edited container ULXD Set #01.
2024/11/15,bnjm2000,Edited equipment US STAND #01.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 7: Rimowa Festive Event @ AIR CCCC (Dempsey).
2024/11/15,bnjm2000,Added event 8: Loan to Niche.
2024/11/15,bnjm2000,Edited event 8: Loan to Niche.
2024/11/15,bnjm2000,Edited user bnjm2000.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 8: Loan to Niche.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 2: ESMO @ JW Mariott.
2024/11/15,bnjm2000,Edited event 3: ESMO @ Swissotel.
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 8: Loan to Niche.
2024/11/15,bnjm2000,User bnjm2000 logged out.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 5: SLMA @ Jia He Grand Restaurant.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,Edited event 8: Loan to Niche.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/15,bnjm2000,User bnjm2000 logged in.
2024/11/16,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,Prepared event 8: Loan to Niche.
2024/11/19,bnjm2000,Added event 9: evnt1.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/19,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/20,bnjm2000,User bnjm2000 logged in.
2024/11/21,bnjm2000,User bnjm2000 logged in.
2024/11/21,bnjm2000,Added event 11: siudhgfiuas.
2024/11/21,bnjm2000,User bnjm2000 logged in.
2024/11/21,bnjm2000,Added event 12: ilufhgwieuh.
2024/11/26,bnjm2000,User bnjm2000 logged in.
2024/11/26,bnjm2000,User bnjm2000 logged in.
2024/11/26,bnjm2000,User bnjm2000 logged in.
2024/11/26,bnjm2000,User bnjm2000 logged in.
2024/11/27,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,Added event 13: Townhall @ 10 Tai Seng Drive.
2024/12/04,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,User bnjm2000 logged in.
2024/12/04,bnjm2000,Added event 14: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Added event 15: ESMO @ Swissotel.
2024/12/05,bnjm2000,Edited event 14: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 14: ESMO @ JW Mariott.
2024/12/05,bnjm2000,Edited event 14: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/05,bnjm2000,Edited event 4: ESMO @ Swissotel.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Added event 6: ESMO @ Assembly.
2024/12/05,bnjm2000,Edited event 6: ESMO @ Assembly.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Edited event 2: Townhall @ 10 Tai Seng Drive.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Added event 6: Wedding @ Ritz Carlton.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,Added user feezahmnsr.
2024/12/05,feezahmnsr,User feezahmnsr logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/05,bnjm2000,User bnjm2000 logged in.
2024/12/10,bnjm2000,User bnjm2000 logged in.
2024/12/10,bnjm2000,Edited event 2: Townhall @ 10 Tai Seng Drive.
2024/12/10,bnjm2000,Deleted Event 6: Wedding @ Ritz Carlton.
2024/12/11,bnjm2000,User bnjm2000 logged in.
2024/12/11,bnjm2000,User bnjm2000 logged in.
2024/12/11,bnjm2000,User bnjm2000 logged in.
2024/12/13,bnjm2000,User bnjm2000 logged in.
2024/12/13,bnjm2000,Added event 6: Rental to Aaron.
2024/12/13,bnjm2000,User bnjm2000 logged in.
2024/12/13,bnjm2000,Edited event 6: Rental to Aaron.
2024/12/13,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,Edited container Hollyland Case #01.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/14,bnjm2000,Edited container Hollyland Case #01.
2024/12/14,bnjm2000,Edited event 6: Rental to Aaron.
2024/12/14,bnjm2000,Edited event 3: ESMO @ JW Mariott.
2024/12/14,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,Added event 7: A Legacy in Bloom (SLMA) @ Jia He Grand Restaurant.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,Added event 8: Rental of Comms to Avery Events.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/16,bnjm2000,Added event 9: 2024/12/22.
2024/12/16,bnjm2000,Edited event 9: Dior @ ION Orchard.
2024/12/16,bnjm2000,Edited event 9: Dior @ ION Orchard.
2024/12/16,bnjm2000,User bnjm2000 logged in.
2024/12/17,bnjm2000,User bnjm2000 logged in.
2024/12/17,bnjm2000,Added event 10: LV @ 72 Joo Chiat Place.
2025/01/03,bnjm2000,User bnjm2000 logged in.
2025/01/03,bnjm2000,Deleted Event 9: Dior @ ION Orchard.
2025/01/03,bnjm2000,Added event 11: SEA Focus.
2025/01/03,bnjm2000,Added event 12: Martell @ Ritz Carlton Garden Pavillion.
2025/01/03,bnjm2000,User bnjm2000 logged in.
2025/01/03,bnjm2000,Edited event 12: Martell @ Ritz Carlton Garden Pavillion.
2025/01/03,bnjm2000,User bnjm2000 logged in.
2025/01/03,bnjm2000,User bnjm2000 logged in.
2025/01/03,bnjm2000,User bnjm2000 logged in.
2025/01/03,bnjm2000,Added event 13: Countdown @ NS Temple.
2025/01/03,bnjm2000,Edited event 13: Countdown @ NS Temple.
2025/01/06,bnjm2000,User bnjm2000 logged in.
2025/01/06,bnjm2000,Edited event 11: SEA Focus.
2025/01/07,bnjm2000,User bnjm2000 logged in.
2025/01/08,bnjm2000,Edited event 12: Martell @ Ritz Carlton Garden Pavillion.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,Added event 14: Institutum @ Edition Hotel.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,Added event 16: Wedding Lunch Reception of Emily & Fred @ 2E Bishopsgate.
2025/01/14,bnjm2000,Added event 17: Hermes SS25 WRTW RDV Presentation @ Liat Towers.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,Edited event 17: Hermes SS25 WRTW RDV Presentation @ Liat Towers.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,Edited event 16: Wedding Lunch Reception of Emily & Fred @ 2E Bishopsgate.
2025/01/14,bnjm2000,User bnjm2000 logged in.
2025/01/14,bnjm2000,Edited event 15: Ben & Rachel Wedding @ Ritz Carlton.
2025/01/20,bnjm2000,User bnjm2000 logged in.
2025/01/20,bnjm2000,Added event 18: Grand Seiko CNY In-store Event @ MBS.
2025/01/20,bnjm2000,Added event 19: SEA Focus Talk @ Tanjong Pagar Distripark.
2025/01/20,bnjm2000,Added event 20: Standard Chartered Lunar New Year Celebration 2025 @ Ritz Carlton Grand Ballroom.
2025/01/20,bnjm2000,Added event 21: Highland Park Relaunch @ AIR CCC.
2025/01/20,bnjm2000,Added event 22: Wedding @ TWG.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,User bnjm2000 logged out.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,Edited event 18: Grand Seiko CNY In-store Event @ MBS.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,User bnjm2000 logged out.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,Added event 23: Dry Hire: Variety Communications.
2025/06/11,bnjm2000,User bnjm2000 logged out.
2025/06/11,bnjm2000,User bnjm2000 logged in.
2025/06/11,bnjm2000,Added event 24: tets.
2025/06/11,bnjm2000,Edited event 24: tets.
2025/06/23,bnjm2000,User bnjm2000 logged in.
