AssetID,Brand,ModelNumber,SerialNumber,Description,DateOfPurchase,DateAdded,DateModified,ChangeHistory,Notes,IsMissing,IsOOC,IsDegraded,IsDisposed,IsBulk,Quantity,MaintenanceLogs,DepartmentCode,DefaultLocation,CurrentLocation
5XT#63,L-Acoustics,5XT,260053847,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
5XT#64,L-Acoustics,5XT,260053850,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
5XT#65,L-Acoustics,5XT,260053851,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
5XT#66,L-Acoustics,5XT,260053860,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
5XT#67,L-Acoustics,5XT,260053869,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
5XT#68,L-Acoustics,5XT,260053893,"5"" passive coaxial enclosure (black)",2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#01,L-Acoustics,ETR5,440027215,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#02,L-Acoustics,ETR5,440027236,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#03,L-Acoustics,ETR5,440031349,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#04,L-Acoustics,ETR5,440031356,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#05,L-Acoustics,ETR5,440031388,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#06,L-Acoustics,ETR5,440031793,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#07,L-Acoustics,ETR5,440031849,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#08,L-Acoustics,ETR5,440031851,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#09,L-Acoustics,ETR5,440032582,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#10,L-Acoustics,ETR5,440032585,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#11,L-Acoustics,ETR5,440032609,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#12,L-Acoustics,ETR5,440032643,Adjustable U-bracket: 5XT,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#13,L-Acoustics,ETR5,440033749,Adjustable U-bracket: 5XT,2025-04-10,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#14,L-Acoustics,ETR5,440033753,Adjustable U-bracket: 5XT,2025-04-10,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#15,L-Acoustics,ETR5,440033769,Adjustable U-bracket: 5XT,2025-04-10,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#16,L-Acoustics,ETR5,440033884,Adjustable U-bracket: 5XT,2025-04-10,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#17,L-Acoustics,ETR5,440033872,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#18,L-Acoustics,ETR5,440033895,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#19,L-Acoustics,ETR5,440033915,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#20,L-Acoustics,ETR5,440033917,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#21,L-Acoustics,ETR5,440033919,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#22,L-Acoustics,ETR5,440033926,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#23,L-Acoustics,ETR5,440035493,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#24,L-Acoustics,ETR5,440035517,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#25,L-Acoustics,ETR5,440035550,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#26,L-Acoustics,ETR5,440038968,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#27,L-Acoustics,ETR5,440038970,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#28,L-Acoustics,ETR5,440038971,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#29,L-Acoustics,ETR5,440038972,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#30,L-Acoustics,ETR5,440038978,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#31,L-Acoustics,ETR5,440038982,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#32,L-Acoustics,ETR5,440039408,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#33,L-Acoustics,ETR5,440039422,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#34,L-Acoustics,ETR5,440039427,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#35,L-Acoustics,ETR5,440039429,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#36,L-Acoustics,ETR5,440039432,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#37,L-Acoustics,ETR5,440039435,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#38,L-Acoustics,ETR5,440039436,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#39,L-Acoustics,ETR5,440039437,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#40,L-Acoustics,ETR5,440039439,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#41,L-Acoustics,ETR5,440039440,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#42,L-Acoustics,ETR5,440039441,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#43,L-Acoustics,ETR5,440039442,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#44,L-Acoustics,ETR5,440039445,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#45,L-Acoustics,ETR5,440039446,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#46,L-Acoustics,ETR5,440039448,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#47,L-Acoustics,ETR5,440039449,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#48,L-Acoustics,ETR5,440039452,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#49,L-Acoustics,ETR5,440039459,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#50,L-Acoustics,ETR5,440039496,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#51,L-Acoustics,ETR5,440039503,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#52,L-Acoustics,ETR5,440039542,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#53,L-Acoustics,ETR5,440039549,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#54,L-Acoustics,ETR5,440039581,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#55,L-Acoustics,ETR5,440039591,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#56,L-Acoustics,ETR5,440041112,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#57,L-Acoustics,ETR5,440041113,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#58,L-Acoustics,ETR5,440041116,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#59,L-Acoustics,ETR5,440041119,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#60,L-Acoustics,ETR5,440041120,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#61,L-Acoustics,ETR5,440041124,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#62,L-Acoustics,ETR5,440041126,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#63,L-Acoustics,ETR5,440041128,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#64,L-Acoustics,ETR5,440041130,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,
ETR5#65,L-Acoustics,ETR5,440041134,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#66,L-Acoustics,ETR5,440041150,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#67,L-Acoustics,ETR5,440041156,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
ETR5#68,L-Acoustics,ETR5,440041158,Adjustable U-bracket: 5XT,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
LA2XI#01,L-Acoustics,LA2Xi,1730003008,Amplified controller,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
LA2XI#02,L-Acoustics,LA2Xi,1730003010,Amplified controller,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
LA2XI#03,L-Acoustics,LA2Xi,1730003047,Amplified controller,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
LA2XI#04,L-Acoustics,LA2Xi,1730005059,Amplified controller,2025-10-13,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#01,L-Acoustics,LA4X,1180053925,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#02,L-Acoustics,LA4X,1180051677,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#03,L-Acoustics,LA4X,1180051678,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#04,L-Acoustics,LA4X,1180053934,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#05,L-Acoustics,LA4X,1180053927,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#06,L-Acoustics,LA4X,1180051467,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#07,L-Acoustics,LA4X,1180053692,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
LA4X#08,L-Acoustics,LA4X,1180051680,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#09,L-Acoustics,LA4X,1180053978,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA4X#10,L-Acoustics,LA4X,1180053926,Amplified controller,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#01,L-Acoustics,LA12X,1140035138,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#02,L-Acoustics,LA12X,1140037808,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#03,L-Acoustics,LA12X,1140037839,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#04,L-Acoustics,LA12X,1140037868,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#05,L-Acoustics,LA12X,1140037870,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#06,L-Acoustics,LA12X,1140037871,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#07,L-Acoustics,LA12X,1140039534,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LA12X#08,L-Acoustics,LA12X,1140039542,Amplified controller,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#01,L-Acoustics,KARAII,2190019410,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#02,L-Acoustics,KARAII,2190019417,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#03,L-Acoustics,KARAII,2190019468,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#04,L-Acoustics,KARAII,2190019475,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#05,L-Acoustics,KARAII,2190019478,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#06,L-Acoustics,KARAII,2190019486,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#07,L-Acoustics,KARAII,2190019517,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#08,L-Acoustics,KARAII,2190019528,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#09,L-Acoustics,KARAII,2190019555,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#10,L-Acoustics,KARAII,2190019559,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#11,L-Acoustics,KARAII,2190019568,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#12,L-Acoustics,KARAII,2190019607,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#13,L-Acoustics,KARAII,2190019608,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#14,L-Acoustics,KARAII,2190019609,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#15,L-Acoustics,KARAII,2190019610,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#16,L-Acoustics,KARAII,2190019620,Long Throw Concert Sound Loudspeaker,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#17,L-Acoustics,KARAII,2190021406,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#18,L-Acoustics,KARAII,2190021407,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#19,L-Acoustics,KARAII,2190021408,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#20,L-Acoustics,KARAII,2190021409,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#21,L-Acoustics,KARAII,2190021410,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#22,L-Acoustics,KARAII,2190021553,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#23,L-Acoustics,KARAII,2190021557,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
KARAII#24,L-Acoustics,KARAII,2190021558,Long Throw Concert Sound Loudspeaker,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#01,L-Acoustics,SB18,780022277,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#02,L-Acoustics,SB18,780022279,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#03,L-Acoustics,SB18,780022861,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#04,L-Acoustics,SB18,780022862,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#05,L-Acoustics,SB18,780022920,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#06,L-Acoustics,SB18,780022923,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#07,L-Acoustics,SB18,780022928,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#08,L-Acoustics,SB18,780022929,"High power compact subwoofer: 1 x 18""",2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#09,L-Acoustics,SB18,780023835,"High power compact subwoofer: 1 x 18""",2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#10,L-Acoustics,SB18,780023853,"High power compact subwoofer: 1 x 18""",2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#11,L-Acoustics,SB18,780023871,"High power compact subwoofer: 1 x 18""",2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
SB18#12,L-Acoustics,SB18,780023872,"High power compact subwoofer: 1 x 18""",2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#01,L-Acoustics,LS10,1670010429,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#02,L-Acoustics,LS10,1670010391,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#03,L-Acoustics,LS10,1670010355,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#04,L-Acoustics,LS10,1670010350,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#05,L-Acoustics,LS10,1670010373,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
LS10#06,L-Acoustics,LS10,1670010374,"10-port Ethernet AVB Switch, Avnu-certified",,,,,,False,False,False,False,False,1,,AX,Store,Store
MBUMP#01,L-Acoustics,M-BUMP,890009396,Bumper for flying or stacking KARA (II)/SB18,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MBUMP#02,L-Acoustics,M-BUMP,890009399,Bumper for flying or stacking KARA (II)/SB18,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MBUMP#03,L-Acoustics,M-BUMP,890009866,Bumper for flying or stacking KARA (II)/SB18,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
MBUMP#04,L-Acoustics,M-BUMP,890010152,Bumper for flying or stacking KARA (II)/SB18,2025-01-23,,,,,False,False,False,False,False,1,,AX,Store,Store
MBUMP#05,L-Acoustics,M-BUMP,890010057,Bumper for flying or stacking KARA (II)/SB18,,,,,,False,False,False,False,False,1,,AX,Store,Store
MBAR#01,L-Acoustics,M-BAR,900009077,Extension bar for rigging frame,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MBAR#02,L-Acoustics,M-BAR,900009092,Extension bar for rigging frame,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MBAR#03,L-Acoustics,M-BAR,900009093,Extension bar for rigging frame,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MBAR#04,L-Acoustics,M-BAR,900009095,Extension bar for rigging frame,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
MJACK#01,L-Acoustics,M-JACK,,,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,
MJACK#02,L-Acoustics,M-JACK,,,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,
LAP1#01,L-Acoustics,P1,1400004120,Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version.,2025-01-10,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#01,L-Acoustics,X-UL12,1210008336,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#02,L-Acoustics,X-UL12,1210008580,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#03,L-Acoustics,X-UL12,1210008583,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#04,L-Acoustics,X-UL12,1210008586,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#05,L-Acoustics,X-UL12,1210008587,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#06,L-Acoustics,X-UL12,1210008588,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#07,L-Acoustics,X-UL12,1210008589,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#08,L-Acoustics,X-UL12,1210008591,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#09,L-Acoustics,X-UL12,1210008832,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#10,L-Acoustics,X-UL12,1210008834,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#11,L-Acoustics,X-UL12,1210008836,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-UL12#12,L-Acoustics,X-UL12,1210008837,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-UL12#13,L-Acoustics,X-UL12,1210008838,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-UL12#14,L-Acoustics,X-UL12,1210008839,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#15,L-Acoustics,X-UL12,1210008840,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL12#16,L-Acoustics,X-UL12,1210008859,Long U-bracket for X12,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#01,L-Acoustics,X-US1215,1220009146,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#02,L-Acoustics,X-US1215,1220009822,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#03,L-Acoustics,X-US1215,1220009824,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#04,L-Acoustics,X-US1215,1220009830,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#05,L-Acoustics,X-US1215,1220010942,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#06,L-Acoustics,X-US1215,1220011134,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#07,L-Acoustics,X-US1215,1220011135,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#08,L-Acoustics,X-US1215,1220011136,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-US1215#09,L-Acoustics,X-US1215,1220011137,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#10,L-Acoustics,X-US1215,1220011138,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#11,L-Acoustics,X-US1215,1220011139,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#12,L-Acoustics,X-US1215,1220011170,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#13,L-Acoustics,X-US1215,1220011171,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#14,L-Acoustics,X-US1215,1220011174,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#15,L-Acoustics,X-US1215,1220011175,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-US1215#16,L-Acoustics,X-US1215,1220011176,Short U-bracket for X12 and X15 HiQ,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,
X-UL8#01,L-Acoustics,X-UL8,1270021069,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#02,L-Acoustics,X-UL8,1270021072,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#03,L-Acoustics,X-UL8,1270021074,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#04,L-Acoustics,X-UL8,1270021088,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#05,L-Acoustics,X-UL8,1270021089,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#06,L-Acoustics,X-UL8,1270021090,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#07,L-Acoustics,X-UL8,1270021091,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#08,L-Acoustics,X-UL8,1270021092,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
X-UL8#09,L-Acoustics,X-UL8,1270021095,Long U-bracket for X8,2024-07-16,,,,,False,False,False,False,False,1,,AX,Store,Store
